"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","d80eb0e1774f",,,,"User:","root"
"Cmdline:","dstat -Tafilmprs --aio --fs --ipc --lock --socket --tcp --raw --udp --unix --vm --disk-util --rpc --rpcd --output /FrameworkBenchmarks/results/20200507021811/aspcore/plaintext/stats.txt",,,,"Date:","07 May 2020 02:23:18 UTC"
"epoch","total cpu usage",,,,,"dsk/loop0",,"dsk/loop1",,"dsk/loop2",,"dsk/loop3",,"dsk/loop4",,"dsk/loop5",,"dsk/loop6",,"dsk/loop7",,"dsk/sda",,"net/eth0",,"paging",,"system",,"interrupts",,,,,,,,,,,"load avg",,,"memory usage",,,,"procs",,,"io/loop0",,"io/loop1",,"io/loop2",,"io/loop3",,"io/loop4",,"io/loop5",,"io/loop6",,"io/loop7",,"io/sda",,"swap",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"sockets",,,,,"tcp sockets",,,,,"raw","udp",,"unix sockets",,,,"virtual memory",,,,"loop0","loop1","loop2","loop3","loop4","loop5","loop6","loop7","sda"
1588818207.624,62.893,36.101,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,34980,407290,32,0,0,0,0,0,0,170,93,0,0,13.260,6.460,3.750,3859607552,204402688,308305920,4221992960,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,13440,91993,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,218,677,1693,0,0,0,0,0,0,0,0,0
1588818208.624,42.033,23.965,33.375,0.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81920,209,0,0,0,20895,185022,24,69,0,0,0,8,0,161,111,0,0,13.260,6.460,3.750,3858059264,205938688,308314112,4222029824,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,54001664,2093477888,0,13440,91940,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,792,818,937,0,0,0,0,0,0,0,0,2.800
1588818209.624,2.642,1.258,95.723,0.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524288,0,373,0,0,0,2430,5133,6,381,0,0,0,1,0,200,163,0,0,13.260,6.460,3.750,3881267200,182206464,308314112,4246720512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54001664,2093477888,0,13440,91940,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,553,6472,662,0,0,0,0,0,0,0,0,0.400
1588818210.624,2.267,0.882,96.599,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,0,164,0,0,0,2562,4362,6,519,0,0,0,1,0,253,127,0,0,12.200,6.350,3.720,3882303488,180908032,308314112,4246642688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54001664,2093477888,0,13440,91935,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,138,342,323,0,0,0,0,0,0,0,0,0.800
1588818211.624,2.889,1.131,93.970,2.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,0,0,0,2705,5351,12,519,0,0,0,15,0,213,133,0,0,12.200,6.350,3.720,3883368448,179826688,308330496,4247252992,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,54001664,2093477888,0,13440,91941,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,755,727,519,0,0,0,0,0,0,0,0,2
1588818212.624,5.270,1.757,92.723,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,0,164,0,0,0,3184,7892,6,430,0,0,0,1,0,230,177,0,0,12.200,6.350,3.720,3861549056,201297920,308330496,4227465216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54001664,2093477888,0,13440,91890,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,449,1127,6498,0,0,0,0,0,0,0,0,0.800
1588818213.624,21.942,10.845,67.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12300,31211,6,506,0,0,0,0,0,156,106,0,0,12.200,6.350,3.720,3865587712,196591616,308330496,4227076096,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,14336,92914,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,1431,4615,2851,0,0,0,0,0,0,0,0,0
1588818214.624,60.500,37.500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81920,0,0,0,0,20565,74572,6,462,0,0,0,1,0,143,188,0,0,12.200,6.350,3.720,3865731072,196186112,308330496,4226011136,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54001664,2093477888,0,14368,92908,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,600,8014,8161,0,0,0,0,0,0,0,0,0.400
1588818215.624,58.427,39.326,2.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21248,82894,12,0,0,0,0,0,0,217,89,0,0,12.580,6.530,3.800,3862867968,199045120,308330496,4222869504,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,14368,92906,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,226,7902,8974,0,0,0,0,0,0,0,0,0.800
1588818216.624,62.155,36.466,1.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2715648,0,0,0,0,24142,83808,6,0,0,0,0,170,0,207,79,0,0,12.580,6.530,3.800,3863060480,198844416,308338688,4222853120,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,54001664,2093477888,0,14368,92905,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,121,7980,7882,0,0,0,0,0,0,0,0,11.200
1588818217.624,61.887,35.094,3.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13350,73418,6,462,0,0,0,0,0,209,208,0,0,12.580,6.530,3.800,3865829376,195813376,308338688,4227375104,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,14400,92930,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,945,8354,7121,0,0,0,0,0,0,0,0,0
1588818218.624,62.642,34.969,2.390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13921,64867,6,513,0,0,0,0,0,173,230,0,0,12.580,6.530,3.800,3865337856,196304896,308338688,4227043328,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,14400,92928,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,266,7293,7755,0,0,0,0,0,0,0,0,0
1588818219.624,60.050,38.819,1.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28144,87106,12,514,0,0,0,0,0,192,245,0,0,12.580,6.530,3.800,3864530944,196853760,308338688,4227276800,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,14400,92937,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,129,7858,7685,0,0,0,0,0,0,0,0,0
1588818220.624,58.616,40.126,1.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22340,74885,20,167,0,0,0,0,0,155,237,0,0,12.930,6.700,3.870,3865370624,196014080,308338688,4227584000,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,14432,92935,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,661,7848,7715,0,0,0,0,0,0,0,0,0
1588818221.624,61.558,36.683,1.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21120,81161,6,0,0,0,0,0,0,137,84,0,0,12.930,6.700,3.870,3873157120,188227584,308338688,4234289152,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,14432,92998,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,169,9221,7540,0,0,0,0,0,0,0,0,0
1588818222.624,62.500,35.859,1.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24576,0,0,0,0,26851,89054,24,0,0,0,0,4,0,177,127,0,0,12.930,6.700,3.870,3871993856,189120512,308346880,4234596352,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54001664,2093477888,0,14432,92991,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,149,7851,7867,0,0,0,0,0,0,0,0,0.800
1588818223.624,62.469,36.146,1.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26299,85270,12,0,0,0,0,0,0,195,112,0,0,12.930,6.700,3.870,3892293632,168820736,308346880,4254679040,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,14528,93045,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,2367,13738,8662,0,0,0,0,0,0,0,0,0
1588818224.624,60.125,38,1.750,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524288,0,0,0,0,0,18756,73261,6,0,0,0,0,1,0,147,119,0,0,12.930,6.700,3.870,3892269056,168058880,308346880,4255465472,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54001664,2093477888,0,14528,93045,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,88,7788,7582,0,0,0,0,0,0,0,0,0.800
1588818225.624,62.281,37.093,0.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524288,0,0,0,0,0,44640,110928,24,0,0,0,0,1,0,178,118,0,0,13.340,6.890,3.940,3877425152,182378496,308346880,4239409152,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54001664,2093477888,0,14464,92984,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,476,10584,14598,0,0,0,0,0,0,0,0,0.800
1588818226.624,63.488,34.379,2.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18609,72100,6,408,0,0,0,0,0,171,206,0,0,13.340,6.890,3.940,3876290560,183513088,308346880,4239409152,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,14496,92973,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,561,7755,7594,0,0,0,0,0,0,0,0,0
1588818227.623,64.868,32.497,2.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,0,0,0,18530,79016,12,348,0,0,0,5,0,162,200,0,0,13.340,6.890,3.940,3876388864,183140352,308355072,4241477632,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54001664,2093477888,0,14464,92946,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,202,9289,8680,0,0,0,0,0,0,0,0,1.600
1588818228.624,50.063,24.526,25.284,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11629,72995,24,240,0,0,0,5,0,209,220,0,0,13.340,6.890,3.940,3864776704,194756608,308363264,4240728064,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54001664,2093477888,0,13504,91917,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,594,5725,9301,0,0,0,0,0,0,0,0,0.800
1588818229.624,2.635,1.129,96.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524288,0,0,0,0,0,1988,4499,6,198,0,0,0,1,0,186,143,0,0,13.340,6.890,3.940,3861667840,197079040,308363264,4239007744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54001664,2093477888,0,13504,91913,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,1174,1896,2045,0,0,0,0,0,0,0,0,0.800
1588818230.624,4.774,2.010,93.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2889,7287,6,429,0,0,0,0,0,168,213,0,0,12.670,6.860,3.950,3856965632,201781248,308363264,4235153408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,13504,91926,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,148,530,1585,0,0,0,0,0,0,0,0,0
1588818231.623,4.918,1.513,93.443,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659456,0,0,0,0,3326,6830,30,501,0,0,0,123,0,227,221,0,0,12.670,6.860,3.950,3858300928,200183808,308363264,4237037568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,54001664,2093477888,0,13504,91924,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,1162,4049,602,0,0,0,0,0,0,0,0,2.400
1588818232.624,3.639,1.506,94.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234,5631,24,90,0,0,0,0,0,166,184,0,0,12.670,6.860,3.950,3881025536,177459200,308363264,4258648064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,13536,91982,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,1284,2801,714,0,0,0,0,0,0,0,0,0
1588818233.629,27.604,9.034,56.838,6.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421312,221184,0,0,0,0,7033,28837,6,0,0,0,0,56,0,230,194,0,0,12.670,6.860,3.950,3917516800,139128832,308383744,4275277824,20,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,16,54001664,2093477888,0,13952,92640,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,6,16575,34710,23750,0,0,0,0,0,0,0,0,14.800
1588818234.624,70.775,27.573,1.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19551,64206,6,0,0,0,0,0,0,156,83,0,0,12.670,6.860,3.950,3911368704,157220864,308326400,4256313344,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,14016,87462,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,4984,66222,72047,0,0,0,0,0,0,0,0,0
1588818235.624,70.744,25.977,3.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15927,65266,12,0,0,0,0,0,0,194,154,0,0,13.100,7.040,4.030,3913146368,155443200,308326400,4256169984,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,14016,87463,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,2498,63003,62766,0,0,0,0,0,0,0,0,0
1588818236.624,70.854,26.633,2.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17271,64363,6,0,0,0,0,0,0,146,125,0,0,13.100,7.040,4.030,3909853184,158736384,308326400,4251648000,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,14016,87471,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,136,64307,65356,0,0,0,0,0,0,0,0,0
1588818237.639,69.988,27.306,2.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15760,65846,6,0,0,0,0,0,0,228,132,0,0,13.100,7.040,4.030,3919286272,149020672,308326400,4260405248,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,14016,87515,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,5281,65700,62627,0,0,0,0,0,0,0,0,0
1588818238.624,69.369,27.413,3.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11502,56651,6,0,0,0,0,0,0,183,98,0,0,13.100,7.040,4.030,3921678336,146624512,308326400,4261572608,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,14080,87520,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,2111,62257,61818,0,0,0,0,0,0,0,0,0
1588818239.624,69.538,28.215,2.122,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135168,0,0,0,0,18860,62393,12,0,0,0,0,5,0,158,123,0,0,13.100,7.040,4.030,3921862656,146432000,308334592,4259999744,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54001664,2093477888,0,14080,87517,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,126,62811,63223,0,0,0,0,0,0,0,0,0.800
1588818240.624,69.441,27.826,2.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114688,385024,0,0,0,0,17486,65933,6,0,0,0,0,49,0,189,114,0,0,13.890,7.310,4.130,3926700032,141090816,308367360,4274909184,23,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,54001664,2093477888,0,14080,87556,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,1,5602,67885,66007,0,0,0,0,0,0,0,0,8
1588818241.624,71.212,25.379,3.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15116,61506,6,27,0,0,0,0,0,229,212,0,0,13.890,7.310,4.130,3938648064,129064960,308367360,4271742976,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001664,2093477888,0,14080,87562,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,6313,61370,58933,0,0,0,0,0,0,0,0,0
1588818242.624,67.632,30.227,2.015,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81920,196608,0,0,0,0,21874,70431,6,291,0,0,0,21,0,204,157,0,0,13.890,7.310,4.130,3922239488,145375232,308383744,4253614080,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,54001664,2093477888,0,14048,87533,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,315,61214,65519,0,0,0,0,0,0,0,0,2.800
1588818243.624,70.469,26.489,2.662,0.380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577536,0,0,0,0,17111,67294,12,0,0,0,0,51,0,257,88,0,0,13.890,7.310,4.130,3917447168,149909504,308424704,4247646208,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,54001664,2093477888,0,14048,87518,0,0,0,0,0,1,0,55,1,1,0,0,1,0,0,0,0,0,1,0,0,52,0,52,0,138,64874,66342,0,0,0,0,0,0,0,0,6.800
