"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","d80eb0e1774f",,,,"User:","root"
"Cmdline:","dstat -Tafilmprs --aio --fs --ipc --lock --socket --tcp --raw --udp --unix --vm --disk-util --rpc --rpcd --output /FrameworkBenchmarks/results/20200507021811/aspcore/json/stats.txt",,,,"Date:","07 May 2020 02:21:03 UTC"
"epoch","total cpu usage",,,,,"dsk/loop0",,"dsk/loop1",,"dsk/loop2",,"dsk/loop3",,"dsk/loop4",,"dsk/loop5",,"dsk/loop6",,"dsk/loop7",,"dsk/sda",,"net/eth0",,"paging",,"system",,"interrupts",,,,,,,,,,,"load avg",,,"memory usage",,,,"procs",,,"io/loop0",,"io/loop1",,"io/loop2",,"io/loop3",,"io/loop4",,"io/loop5",,"io/loop6",,"io/loop7",,"io/sda",,"swap",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"sockets",,,,,"tcp sockets",,,,,"raw","udp",,"unix sockets",,,,"virtual memory",,,,"loop0","loop1","loop2","loop3","loop4","loop5","loop6","loop7","sda"
1588818075.543,12.879,6.692,80.051,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,4674,16646,6,447,0,0,0,4,0,220,148,0,0,2.400,1.550,1.960,3780571136,163590144,307322880,4330893312,19,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62390272,2085089280,0,14304,95603,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,3584,5954,3507,0,0,0,0,0,0,0,0,0.800
1588818076.543,62.121,34.975,2.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19261,77480,24,249,0,0,0,0,0,202,221,0,0,2.400,1.550,1.960,3815804928,138522624,307277824,4353826816,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62390272,2085089280,0,14368,94938,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,3661,17322,10636,0,0,0,0,0,0,0,0,0
1588818077.543,61.827,35.670,2.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17632,99451,6,162,0,0,0,0,0,181,149,0,0,2.400,1.550,1.960,3826188288,133173248,307097600,4342734848,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62390272,2085089280,0,14368,94266,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,4645,13164,11401,0,0,0,0,0,0,0,0,0
1588818078.543,62.625,35.125,2.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940928,0,0,0,0,18775,131014,12,72,0,0,0,206,0,241,132,0,0,2.400,1.550,1.960,3825565696,143450112,307044352,4311314432,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,62390272,2085089280,0,14400,94239,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,5155,12588,15295,0,0,0,0,0,0,0,0,9.200
1588818079.543,63.204,34.543,2.003,0.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524288,307200,0,0,0,0,16651,101599,6,354,0,0,0,23,0,240,118,0,0,2.400,1.550,1.960,3841765376,126427136,307068928,4308774912,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,62390272,2085089280,0,14400,94240,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,5608,13295,9081,0,0,0,0,0,0,0,0,4
1588818080.543,61.097,36.160,2.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20152,126234,24,0,0,0,0,0,0,195,72,0,0,4.770,2.050,2.120,3841359872,126844928,307068928,4308717568,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62390272,2085089280,0,14400,94243,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,154,8179,8328,0,0,0,0,0,0,0,0,0
1588818081.543,62.060,36.181,1.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21725,90469,6,0,0,0,0,0,0,254,106,0,0,4.770,2.050,2.120,3842932736,125009920,307068928,4308926464,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62390272,2085089280,0,14400,94240,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,124,7825,7684,0,0,0,0,0,0,0,0,0
1588818082.543,64,34.250,1.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33179,137528,11,0,0,0,0,0,0,239,98,0,0,4.770,2.050,2.120,3845365760,122576896,307068928,4309393408,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62390272,2085089280,0,14400,94245,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,1310,8755,9014,0,0,0,0,0,0,0,0,0
1588818083.543,60.777,36.717,2.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12288,0,0,0,12288,16168,77365,7,0,0,0,0,2,0,243,70,0,0,4.770,2.050,2.120,3844108288,142827520,307052544,4288806912,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62390272,2085089280,0,14400,93329,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,653,9051,13566,0,0,0,0,0,0,0,0,0.800
1588818084.543,61.673,36.080,2.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33246,107701,6,0,0,0,0,0,0,209,61,0,0,4.770,2.050,2.120,3832307712,154714112,307052544,4288286720,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62390272,2085089280,0,14400,93333,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,937,8532,11657,0,0,0,0,0,0,0,0,0
1588818085.543,65.414,32.832,1.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528384,24576,0,0,0,0,23749,86237,24,0,0,0,0,6,0,186,135,0,0,6.870,2.530,2.280,3832188928,154042368,307060736,4289736704,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,62390272,2085089280,0,14432,93358,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,655,9307,8862,0,0,0,0,0,0,0,0,2
1588818086.543,62.907,35.714,1.253,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200704,0,0,0,0,26230,93454,12,0,0,0,0,20,0,217,127,0,0,6.870,2.530,2.280,3832135680,154075136,307093504,4289896448,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,62390272,2085089280,0,14432,93376,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,171,7654,7659,0,0,0,0,0,0,0,0,2.400
1588818087.543,62.531,34.712,2.632,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487424,110592,0,0,188416,0,23011,86574,26,84,0,0,0,23,0,170,144,0,0,6.870,2.530,2.280,3855904768,129859584,307109888,4317274112,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,59244544,2088235008,0,14464,93439,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,2703,14019,8242,0,0,0,0,0,0,0,0,4.800
1588818088.543,64.241,34.003,1.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24538,90770,24,399,0,0,0,0,0,166,155,0,0,6.870,2.530,2.280,3855380480,130236416,307109888,4315680768,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59244544,2088235008,0,14528,93433,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,592,8233,8637,0,0,0,0,0,0,0,0,0
1588818089.543,63.739,34.253,2.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552960,155648,0,0,0,0,24658,83607,6,279,0,0,0,24,0,216,127,0,0,6.870,2.530,2.280,3853221888,131362816,307240960,4314148864,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,59244544,2088235008,0,14496,93446,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,3,1142,11804,12206,0,0,0,0,0,0,0,0,7.600
1588818090.543,60,31.824,7.044,1.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389120,102400,0,0,0,0,14134,74317,10,0,0,0,0,18,0,271,130,0,0,8.080,2.860,2.380,3852128256,132247552,307384320,4313231360,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,59244544,2088235008,0,14496,93448,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,3,296,8571,8623,0,0,0,0,0,0,0,0,7.200
1588818091.543,4.689,0.887,93.790,0.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274432,0,0,0,0,0,2021,10278,8,0,0,0,0,4,0,143,111,0,0,8.080,2.860,2.380,3841441792,142385152,307384320,4307136512,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,59244544,2088235008,0,13536,92421,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,3,1100,1100,3563,0,0,0,0,0,0,0,0,2
1588818092.544,3.401,1.385,93.955,1.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540672,114688,0,0,0,0,2105,5796,6,0,0,0,0,9,0,184,149,0,0,8.080,2.860,2.380,3842904064,140361728,307404800,4309458944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,59244544,2088235008,0,13472,92422,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,537,2638,2128,0,0,0,0,0,0,0,0,2.400
1588818093.543,2.258,0.627,96.989,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77824,0,0,0,0,1509,3179,6,0,0,0,0,12,0,169,102,0,0,8.080,2.860,2.380,3842473984,140775424,307408896,4307755008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,59244544,2088235008,0,13472,92412,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,124,236,594,0,0,0,0,0,0,0,0,3.200
1588818094.543,2.871,1.498,94.632,0.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,798720,0,0,0,0,1840,3827,28,0,0,0,0,146,0,181,110,0,0,8.080,2.860,2.380,3838263296,144715776,307417088,4302888960,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141,59244544,2088235008,0,13504,92405,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,707,852,1939,0,0,0,0,0,0,0,0,2
1588818095.543,2.253,1.001,95.119,1.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524288,81920,0,0,0,0,1583,4244,8,0,0,0,0,6,0,161,120,0,0,7.430,2.810,2.370,3839348736,143101952,307425280,4305301504,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,59244544,2088235008,0,13472,92387,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,205,1888,1396,0,0,0,0,0,0,0,0,1.600
1588818096.543,50.378,30.353,18.892,0.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233472,0,0,0,0,0,25072,222415,24,0,0,0,0,8,0,198,124,0,0,7.430,2.810,2.370,3839213568,142721024,307425280,4304642048,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,59244544,2088235008,0,13472,92413,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,3,745,1064,678,0,0,0,0,0,0,0,0,3.200
1588818097.543,62.469,33.915,3.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532480,188416,0,0,0,0,32905,301251,6,0,0,0,0,8,0,190,136,0,0,7.430,2.810,2.370,3836141568,145281024,307433472,4301938688,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,59244544,2088235008,0,13472,92408,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,615,944,1507,0,0,0,0,0,0,0,0,2.800
1588818098.543,61.923,34.457,3.371,0.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630784,163840,0,0,0,0,34355,343494,8,0,0,0,0,17,0,245,93,0,0,7.430,2.810,2.370,3847843840,132579328,307458048,4311027712,26,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,59244544,2088235008,0,13504,92539,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,2,4415,5515,1979,0,0,0,0,0,0,0,0,6.400
1588818099.544,66.583,32.030,1.261,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011712,217088,0,0,0,8192,37244,227567,10,0,0,0,0,42,0,266,141,0,0,7.430,2.810,2.370,3863871488,135344128,307625984,4302712832,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,59244544,2088235008,0,13440,91469,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,5,4663,5947,6660,0,0,0,0,0,0,0,0,14.400
1588818100.543,64.304,33.797,1.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,81920,0,0,0,0,35670,254169,6,167,0,0,0,2,0,243,119,0,0,7.720,2.950,2.410,3864973312,133980160,307625984,4298629120,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,59244544,2088235008,0,13440,91458,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,1959,2078,1664,0,0,0,0,0,0,0,0,1.200
1588818101.543,63.975,33.665,2.360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31330,351771,6,193,0,0,0,0,0,172,187,0,0,7.720,2.950,2.410,3861377024,137576448,307625984,4289335296,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59244544,2088235008,0,13440,91509,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,1375,1505,2689,0,0,0,0,0,0,0,0,0
1588818102.543,61.798,35.206,2.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35407,303303,6,0,0,0,0,0,0,166,161,0,0,7.720,2.950,2.410,3867045888,131641344,307625984,4295557120,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59244544,2088235008,0,13408,91504,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,93,1941,226,0,0,0,0,0,0,0,0,0
1588818103.543,62.893,35.597,1.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33146,329587,12,0,0,0,0,0,0,227,126,0,0,7.720,2.950,2.410,3867312128,131375104,307625984,4295254016,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59244544,2088235008,0,13408,91496,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,663,702,809,0,0,0,0,0,0,0,0,0
1588818104.544,60.848,36.035,3.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38336,236858,6,0,0,0,0,1,0,200,152,0,0,7.720,2.950,2.410,3867168768,131248128,307634176,4295577600,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59244544,2088235008,0,13408,91497,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,138,388,455,0,0,0,0,0,0,0,0,0.400
1588818105.543,59.873,36.582,3.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61440,0,0,0,0,35679,327660,6,0,0,0,0,3,0,224,113,0,0,8.620,3.210,2.500,3859128320,139280384,307634176,4286410752,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59244544,2088235008,0,13408,91495,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,92,254,2422,0,0,0,0,0,0,0,0,0.400
1588818106.543,62.657,35.338,2.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528384,0,0,0,0,0,35125,361027,6,0,0,0,0,1,0,163,187,0,0,8.620,3.210,2.500,3831140352,166477824,307634176,4289359872,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59244544,2088235008,0,13408,91514,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,594,1251,8001,0,0,0,0,0,0,0,0,0.800
1588818107.543,63.217,35.910,0.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38508,296358,12,0,0,0,0,0,0,198,136,0,0,8.620,3.210,2.500,3830603776,167014400,307634176,4289560576,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59244544,2088235008,0,13408,91513,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,174,277,381,0,0,0,0,0,0,0,0,0
1588818108.543,63.705,35.670,0.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37314,235932,6,0,0,0,0,0,0,264,115,0,0,8.620,3.210,2.500,3829768192,167587840,307634176,4287496192,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59244544,2088235008,0,13408,91523,0,0,0,0,0,1,0,49,1,1,0,0,1,0,0,4,0,0,1,0,0,46,0,46,0,194,332,775,0,0,0,0,0,0,0,0,0
